idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
36,7.173,7.1736810709990095,2.2550299079994147,ok,0.06752593300006993,0.027689593784802864,0.23893728599978203
37,7.345000000000001,7.346120436999627,2.377821807998771,ok,0.05722237099871563,0.029374329708878554,0.23937753799873462
38,7.401999999999999,7.403416890998415,2.3512248789993464,ok,0.06431989100019564,0.028947520582272474,0.23943690399937623
39,7.4879999999999995,7.488699628998802,2.312631577000502,ok,0.060017415999027435,0.028513763886080654,0.23935667300065688
40,7.545999999999999,7.546175682999092,2.2867097230009676,ok,0.10185511500094435,0.027656066721497556,0.2393620410002768
41,7.574999999999999,7.576650059998428,2.2563429340007133,ok,0.07382529499955126,0.027626609898740027,0.23936905099981232
42,7.661,7.661669295999673,2.203010944998823,ok,0.05391584399876592,0.027203395936719717,0.23933905299963953
43,7.718999999999999,7.719789230999595,2.176623727998958,ok,0.06203291899873875,0.026766663746848624,0.2388921029996709
44,7.776,7.777105426999697,2.151173084999755,ok,0.06914241699996637,0.026354491696203027,0.2389031230013643
45,8.025,8.02688973199838,2.2853464020008687,ok,0.0686559000005218,0.028059048480999875,0.2389124700002867
46,8.101,8.101728740999533,2.426050276000751,ok,0.05855108400101017,0.02996794834175892,0.2394141779986967
47,8.202,8.203633523999088,2.4779874550004024,ok,0.06454072400083533,0.030549261594928736,0.23936485400008678
48,8.278,8.278399267999703,2.434349706998546,ok,0.08791086800010817,0.029701572822771975,0.23892019499908201
49,8.303,8.303593285998431,2.4093030339990946,ok,0.09942146799949114,0.0292388299113796,0.23936747100015054
50,8.328,8.328317259998585,2.3843832239999756,ok,0.0774131819998729,0.029201950088624667,0.23935267600063526
51,8.353,8.353269280998575,2.3593059129998437,ok,0.05242309000095702,0.029200732303793244,0.23939632100154995
52,8.454,8.454978680998465,2.4423433609990752,ok,0.06512562799980515,0.03009097846835532,0.2395972240010451
